County,District,Clan,Town/Village,Total,Male,Female,Households
Nimba,Yarmein,Gbeyi,Lugbye,2672,1255,1417,371
Nimba,Yarmein,Vayee,Gbonnie,1573,760,813,213
Nimba,Yarmein,Vayee,Kinnon,1566,743,823,241
Nimba,Yarpea Mahn,Duo,Duo Gorton,1053,534,519,143
Nimba,Yarpea Mahn,Duo,Duo Gorton,1258,664,594,148
Nimba,Yarpea Mahn,Duo,Duo Tiayee,670,344,326,91
Nimba,Yarpea Mahn,Duo,Duo Tiayee,747,379,368,88
Nimba,Yarpea Mahn,Duo-ah,Duo Boe,1305,715,590,158
Nimba,Yarpea Mahn,Duo-ah,Duo Gbeah,713,418,295,105
Nimba,Yarpea Mahn,Duo-ah,Duo Gbeah,899,492,407,124
Nimba,Yarpea Mahn,Duo-ah,Sopa,800,415,385,98
Nimba,Yarpea Mahn,Gbayee,Gbayee,762,371,391,98
Nimba,Yarpea Mahn,Gbayee,Karwin,678,335,343,88
Nimba,Yarpea Mahn,Gbayee,Tiapa,1643,1048,595,209
Nimba,Yarpea Mahn,Gbein,Boaplay,620,320,300,96
Nimba,Yarpea Mahn,Gbein,Boaplay,962,543,419,141
Nimba,Yarpea Mahn,Gbein,Flowin,786,389,397,119
Nimba,Yarpea Mahn,Gbein,Gbeinfela,810,410,400,123
Nimba,Yarpea Mahn,Gbein,Maoh,982,529,453,132
Nimba,Yarpea Mahn,Gbein,New Peelar,627,315,312,69
Nimba,Yarpea Mahn,Gbein,Yonyee,624,294,330,87
Nimba,Yarpea Mahn,Kpayee,Borsonnoh,548,280,268,70
Nimba,Yarpea Mahn,Kpayee,Borsonnoh,944,468,476,126
Nimba,Yarpea Mahn,Kpayee,Gotowin,954,497,457,152
Nimba,Yarpea Mahn,Kpayee,Kpayelepula,673,350,323,109
Nimba,Yarwein Mehnsonnoh,Blinlon,Boyee,1150,605,545,156
Nimba,Yarwein Mehnsonnoh,Blinlon,Dahnpa,1056,516,540,131
Nimba,Yarwein Mehnsonnoh,Blinlon,Goekorpa (Yeagoan),787,412,375,140
Nimba,Yarwein Mehnsonnoh,Blinlon,Kwendin,2357,1206,1151,392
Nimba,Yarwein Mehnsonnoh,Blinlon,Sahnpa,976,511,465,114
Nimba,Yarwein Mehnsonnoh,Blinlon,Zahnzaye,1181,651,530,170
Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,Bein Glahn,1070,557,513,142
Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,Ganwee,683,338,345,83
Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,Garyeesonnoh,1424,705,719,182
Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,Glehyee Zorpea,581,291,290,87
Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,Guotoin,1029,542,487,205
Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,Mehnla,1307,704,663,228
Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,Nyonkiayee,698,340,358,152
Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,Zowehon,597,297,300,71
Nimba,Yarwein Mehnsonnoh,Zehnla,Kaipa,870,426,444,94
Nimba,Yarwein Mehnsonnoh,Zehnla,Karyee,881,458,423,94
Nimba,Yarwein Mehnsonnoh,Zehnla,Sendin Tropa,523,236,287,63
Nimba,Yarwein Mehnsonnoh,Zehnla,Voipa,785,413,372,99
Nimba,Yarwein Mehnsonnoh,Zehnla,Zekepa,1774,904,870,207
Nimba,Zoe Gbao,Gbao,Duowin,1059,522,537,172
Nimba,Zoe Gbao,Gbao,Gorlay (Gorwee),1502,775,727,213
Nimba,Zoe Gbao,Gbao,Guerkpahnah,1115,543,572,210
Nimba,Zoe Gbao,Gbao,Zoe Luapa,986,472,514,191
Nimba,Zoe Gbao,Gbao,Zontuo,1973,928,1045,368
Nimba,Zoe Gbao,Leepea,Nyenpa,566,250,316,93
Nimba,Zoe Gbao,Leepea,Zayglay,1143,534,609,225
Nimba,Zoe Gbao,Lonpea,Siaplay Old Town,1291,637,654,247
Nimba,Zoe Gbao,Whepea,Behyepea,788,399,389,152
Nimba,Zoe Gbao,Whepea,Bleevalay,704,359,345,144
Nimba,Zoe Gbao,Whepea,Buanplay,522,261,261,92
Nimba,Zoe Gbao,Whepea,Gwehlay,732,368,364,107
Nimba,Zoe Gbao,Whepea,Troupoe,530,261,269,95
Nimba,Zoe Gbao,Zean,Baylehglay,917,451,466,142
Nimba,Zoe Gbao,Zean,Rlekporlay,1403,691,712,248
Nimba,Zoe Gbao,Zoe,Bahn,7258,3530,3728,1317
Nimba,Zoe Gbao,Zoe,Central,650,334,316,123
Nimba,Zoe Gbao,Zoe,Gblah,1679,826,853,362
Nimba,Zoe Gbao,Zoe,Gbormieplay,981,481,500,136
Nimba,Zoe Gbao,Zoe,Miaplay Bonnah,506,240,266,117
River Gee,Chedepo,Krosoken,Blaiken,687,364,323,98
River Gee,Chedepo,Krosoken,Cheboken,641,341,300,83
River Gee,Chedepo,Krosoken,Jarkaken,559,277,282,86
River Gee,Chedepo,Krosoken,Jarkaken,631,321,310,95
River Gee,Chedepo,Krosoken,Jarkaken,780,388,392,126
River Gee,Chedepo,Krosoken,Jarkaken,1077,568,509,142
River Gee,Chedepo,Mt. Pennah,Kileapo Kanweaken,745,388,357,141
River Gee,Chedepo,Neataken,Putuken,883,427,456,135
River Gee,Chedepo,Neataken,Putuken,1229,652,577,170
River Gee,Chedepo,Wropaken,Geeken,994,528,466,129
River Gee,Gbeapo,Duwalaken,Produken,1053,619,434,119
River Gee,Gbeapo,Geeken,Dweaken,865,372,493,95
River Gee,Gbeapo,Geeken,Jaytoken,872,506,366,99
River Gee,Gbeapo,Saykliken,Kanweaken,6430,3410,3020,805
River Gee,Gbeapo,Saykliken,Slasliwahn,856,412,444,147
River Gee,Glaro,Gbarlahn,Freetown,703,351,352,98
River Gee,Glaro,Gbarlahn,Freetown,728,377,351,107
River Gee,Glaro,Youbor,Youbor,770,405,365,136
River Gee,Karforh,Cheboken,Baboken,508,281,227,59
River Gee,Karforh,Jaytoken,Jaytoken,762,381,381,112
River Gee,Karforh,Jaytoken,Warliken,1186,568,618,138
River Gee,Karforh,Kanweaken,Gedeken,1082,506,576,121
River Gee,Karforh,Woloken,Saywonken,590,355,235,58
River Gee,Karforh,Woloken,Woloken,547,298,249,70
River Gee,Nanee,Meyan,Nyouken,837,462,375,97
River Gee,Nanee,Wrejah,Krakree,1267,702,565,145
River Gee,Nyenawliken,Gedeken,Joquiken,537,301,236,109
River Gee,Nyenawliken,Gedeken,Kileaken,666,325,341,97
River Gee,Nyenawliken,Jargboken,Nyenawliken Sweaken,556,287,269,78
River Gee,Nyenawliken,Jargboken,Tartuken,567,277,290,84
River Gee,Nyenawliken,Martuken,Pronoken,658,341,317,107
River Gee,Nyenawliken,Nyantuken,Warploken,512,251,261,70
River Gee,Nyenebo,Dougboken,Kronoken City,2337,1210,1127,316
River Gee,Nyenebo,Hewoken,Taryaken,530,294,236,73
River Gee,Potupo,Jaytoken,Jaytoken,658,345,313,1
River Gee,Potupo,Kayken,Fish Town City,3566,1801,1765,605
River Gee,Sarbo,Gbugbley,River Gbeh Township,2139,1078,1061,377
River Gee,Sarbo,Karyellibo,Nyanawrinken Town,515,271,244,100
River Gee,Sarbo,Nepule,Sarbo Sweaken Town,685,342,343,127
River Gee,Tuobo,Nyentiabo,Wessaitoken,599,294,305,101
Rivercess,Central Rivercess,Teekpeh,Zammie Town,1091,595,496,175
Rivercess,Central Rivercess,Zialu,Gborwuzohn,750,388,362,95
Rivercess,Central Rivercess,Zialu,Sam Beach Gold Mine,717,479,238,102
Rivercess,Doedain,Bahr,Gblo/Bar,626,340,286,101
Rivercess,Doedain,Bahr,Guo,634,330,304,120
Rivercess,Doedain,Bahr,Kangbo,578,305,273,82
Rivercess,Doedain,Central Morweh,Boe,589,330,259,72
Rivercess,Doedain,Central Morweh,Bogeezay2,559,278,281,90
Rivercess,Doedain,Zarkue,Buen,570,326,244,75
Rivercess,Doedain,Zarkue,Gozohn,1221,689,532,157
Rivercess,Fen River,Banama,Tarloe Joe,535,292,243,90
Rivercess,Fen River,Garyea Zohn,Garyeazohn,626,318,308,112
Rivercess,Fen River,Garyea Zohn,Little Liberia Town,823,414,409,134
Rivercess,Fen River,Guah Naway,Boedrum,625,385,240,105
Rivercess,Fen River,Vor,Gbesee,785,410,375,127
Rivercess,Fen River,Vor,Steward/Chio #1,566,273,293,85
Rivercess,Jo River,Sawpue,Zoryeah,679,330,349,124
Rivercess,Norwein,Wheasayn,Jacob Pue,602,303,299,99
Rivercess,Norwein,Wheasayn,Tompoe # 2,669,337,332,115
Rivercess,Norwein,Wheasayn,Yargar,560,243,317,128
Rivercess,Norwein,Wheasayn,Yarpa,922,489,433,165
Rivercess,Zarflahn,Boewein Toba,Bardobozohn,597,292,305,102
Rivercess,Zarflahn,Boewein Toba,Cestos City,2389,1262,1127,487
Rivercess,Zarflahn,Boewein Toba,Wruzohn,544,290,254,81
Sinoe,Bodae,Gmagmakpo,Gmagmakpo,866,483,383,56
Sinoe,Bodae,Toe Wion,Jarpuken,750,490,260,74
Sinoe,Bokon,Gbarta,Old Government camp-Diyankpo,688,429,259,94
Sinoe,Bokon,Gbarta,Old Government camp-Diyankpo,894,514,380,133
Sinoe,Bokon,Gbarta,Old Government camp-Neeteah,726,407,319,144
Sinoe,Dugbe River,Draoh,Karquekpo,1597,816,781,246
Sinoe,Dugbe River,Nana Kru,Nanakru,731,371,360,92
Sinoe,Greenville,Zone1-New Kru Town,Greenville City,13370,6698,6672,2594
Sinoe,Jeadepo,Bio Sockkan,Jokoken,744,385,359,70
Sinoe,Jeadepo,Sarpo,Doodwicken,828,470,358,90
Sinoe,Jeadepo,Surwoloh,Saygbeken,820,496,324,64
Sinoe,Juarzon,Clahngbadi,Bilibokree,1588,765,823,210
Sinoe,Juarzon,Kalaboe,Wulu,690,365,325,104
Sinoe,Juarzon,Krajlahson,Gbaswen Mission,527,274,253,55
Sinoe,Juarzon,Krajlahson,Gbazon,706,323,383,75
Sinoe,Kpayan,Tobo,Dejila,528,269,259,62
Sinoe,Kpayan,Worter,Bannah New Town,512,258,254,85
Sinoe,Kulu Shaw Boe,Lower Kulu,Jacksonville,2802,1417,1385,270
Sinoe,Kulu Shaw Boe,Lower Kulu,Oneway,629,314,315,94
Sinoe,Kulu Shaw Boe,Lower Kulu,Saywon -2,661,344,317,89
Sinoe,Kulu Shaw Boe,Upper Kulu,Sonuhan,1398,789,609,146
Sinoe,Plahn Nyarn,Lower Plahn,Nyennfueh,640,358,282,74
Sinoe,Plahn Nyarn,Nyarn,Plandialebo,651,372,279,86
Sinoe,Plahn Nyarn,Nyarn,Pobleh,520,285,235,44
Sinoe,Plahn Nyarn,Nyarn,Unifinication/Kulu Junction,1113,596,517,91
Sinoe,Plahn Nyarn,Upper Plahn,Wiah Town,660,334,326,76 
Sinoe,Pynes Town,Kabadah,Pynestown,943,450,493,165
Sinoe,Sanquin Dist# 3,Tuo,Kayweah,674,327,347,78
Sinoe,Sanquin Dist#2,Central Tarsue,Paris,820,529,291,223
Sinoe,Seekon,Dagbah,Dagba,1078,572,506,113
Sinoe,Seekon,Voogbadee,Please Camp,639,418,221,77
Sinoe,Seekon,Voogbadee,Voogbadee,557,299,258,58
Sinoe,Seekon,Voogbadee,Voogbadee,924,539,385,100
Sinoe,Wedjah,Sorgbeyee,Najor / Camp-2,713,410,303,189
Sinoe,Wedjah,Twinboe,Jalay,577,360,217,59
